mol_id,smiles,source,is_anchor
3312,COc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+OC,False
3313,CCOc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+OCC,False
3314,CCCOc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+OCCC,False
3315,CC(C)Oc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+OC(C)C,False
3316,Nc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+N,False
3317,CNc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+NC,False
3318,CCNc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+NCC,False
3319,CN(C)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+N(C)C,False
3320,c1cc(N2CC2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+N1CC1,False
3321,Fc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+F,False
3322,Clc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+Cl,False
3323,O=Cc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C=O,False
3324,CC(=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(=O)C,False
3325,O=C(O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(=O)O,False
3326,NC(=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(=O)N,False
3327,CNC(=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(=O)NC,False
3328,N#Cc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C#N,False
3329,Sc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+S,False
3330,CSc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+SC,False
3331,CS(=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+S(=O)C,False
3332,CS(=O)(=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+S(=O)(=O)C,False
3333,c1ccc(-c2cccc3[nH]ccc23)cc1,core+tail:c1ccc2[nH]cc+c1ccccc1,False
3334,c1cc(-c2ccncc2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+c1ccncc1,False
3335,c1cc(-c2cnccn2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+c1cnccn1,False
3336,c1cc(OC2CC2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+OC1CC1,False
3337,c1cc(C2CC2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+C1CC1,False
3338,c1cc(C2CCOC2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+C1CCOC1,False
3339,c1cc(C2CCNC2)c2cc[nH]c2c1,core+tail:c1ccc2[nH]cc+C1CCNC1,False
3340,CCC(O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(O)CC,False
3341,OC(O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(O)O,False
3342,CC(O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(O)C,False
3343,COP(=O)(OC)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+P(=O)(OC)OC,False
3344,COC(=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+C(=O)OC,False
3345,NCc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+CN,False
3346,Pc1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+P,False
3347,C[PH](=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+P(=O)C,False
3348,N[PH](=O)c1cccc2[nH]ccc12,core+tail:c1ccc2[nH]cc+P(=O)N,False
3349,Cn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C,False
3350,CCn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+CC,False
3351,CCCn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+CCC,False
3352,CCCCn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+CCCC,False
3353,CC(C)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(C)C,False
3354,CC(C)(C)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(C)(C)C,False
3355,C=Cn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C=C,False
3356,C#Cn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C#C,False
3357,On1cnc2ncncc21,core+tail:C1=NC2=NC=NC+O,False
3358,COn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+OC,False
3359,CCOn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+OCC,False
3360,CCCOn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+OCCC,False
3361,CC(C)On1cnc2ncncc21,core+tail:C1=NC2=NC=NC+OC(C)C,False
3362,Nn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+N,False
3363,CNn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+NC,False
3364,CCNn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+NCC,False
3365,CN(C)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+N(C)C,False
3366,c1ncc2c(n1)ncn2N1CC1,core+tail:C1=NC2=NC=NC+N1CC1,False
3367,Fn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+F,False
3368,Cln1cnc2ncncc21,core+tail:C1=NC2=NC=NC+Cl,False
3369,O=Cn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C=O,False
3370,CC(=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(=O)C,False
3371,O=C(O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(=O)O,False
3372,NC(=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(=O)N,False
3373,CNC(=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(=O)NC,False
3374,N#Cn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C#N,False
3375,Sn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+S,False
3376,CSn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+SC,False
3377,CS(=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+S(=O)C,False
3378,CS(=O)(=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+S(=O)(=O)C,False
3379,c1ccc(-n2cnc3ncncc32)cc1,core+tail:C1=NC2=NC=NC+c1ccccc1,False
3380,c1cc(-n2cnc3ncncc32)ccn1,core+tail:C1=NC2=NC=NC+c1ccncc1,False
3381,c1cnc(-n2cnc3ncncc32)cn1,core+tail:C1=NC2=NC=NC+c1cnccn1,False
3382,c1ncc2c(n1)ncn2OC1CC1,core+tail:C1=NC2=NC=NC+OC1CC1,False
3383,c1ncc2c(n1)ncn2C1CC1,core+tail:C1=NC2=NC=NC+C1CC1,False
3384,c1ncc2c(n1)ncn2C1CCOC1,core+tail:C1=NC2=NC=NC+C1CCOC1,False
3385,c1ncc2c(n1)ncn2C1CCNC1,core+tail:C1=NC2=NC=NC+C1CCNC1,False
3386,CCC(O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(O)CC,False
3387,OC(O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(O)O,False
3388,CC(O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(O)C,False
3389,COP(=O)(OC)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+P(=O)(OC)OC,False
3390,COC(=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+C(=O)OC,False
3391,NCn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+CN,False
3392,Pn1cnc2ncncc21,core+tail:C1=NC2=NC=NC+P,False
3393,C[PH](=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+P(=O)C,False
3394,N[PH](=O)n1cnc2ncncc21,core+tail:C1=NC2=NC=NC+P(=O)N,False
3395,Cc1cccc2nccnc12,core+tail:c1ccc2nccnc2+C,False
3396,CCc1cccc2nccnc12,core+tail:c1ccc2nccnc2+CC,False
3397,CCCc1cccc2nccnc12,core+tail:c1ccc2nccnc2+CCC,False
3398,CCCCc1cccc2nccnc12,core+tail:c1ccc2nccnc2+CCCC,False
3399,CC(C)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(C)C,False
3400,CC(C)(C)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(C)(C)C,False
3401,C=Cc1cccc2nccnc12,core+tail:c1ccc2nccnc2+C=C,False
3402,C#Cc1cccc2nccnc12,core+tail:c1ccc2nccnc2+C#C,False
3403,Oc1cccc2nccnc12,core+tail:c1ccc2nccnc2+O,False
3404,COc1cccc2nccnc12,core+tail:c1ccc2nccnc2+OC,False
3405,CCOc1cccc2nccnc12,core+tail:c1ccc2nccnc2+OCC,False
3406,CCCOc1cccc2nccnc12,core+tail:c1ccc2nccnc2+OCCC,False
3407,CC(C)Oc1cccc2nccnc12,core+tail:c1ccc2nccnc2+OC(C)C,False
3408,Nc1cccc2nccnc12,core+tail:c1ccc2nccnc2+N,False
3409,CNc1cccc2nccnc12,core+tail:c1ccc2nccnc2+NC,False
3410,CCNc1cccc2nccnc12,core+tail:c1ccc2nccnc2+NCC,False
3411,CN(C)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+N(C)C,False
3412,c1cc(N2CC2)c2nccnc2c1,core+tail:c1ccc2nccnc2+N1CC1,False
3413,Fc1cccc2nccnc12,core+tail:c1ccc2nccnc2+F,False
3414,Clc1cccc2nccnc12,core+tail:c1ccc2nccnc2+Cl,False
3415,O=Cc1cccc2nccnc12,core+tail:c1ccc2nccnc2+C=O,False
3416,CC(=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(=O)C,False
3417,O=C(O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(=O)O,False
3418,NC(=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(=O)N,False
3419,CNC(=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(=O)NC,False
3420,N#Cc1cccc2nccnc12,core+tail:c1ccc2nccnc2+C#N,False
3421,Sc1cccc2nccnc12,core+tail:c1ccc2nccnc2+S,False
3422,CSc1cccc2nccnc12,core+tail:c1ccc2nccnc2+SC,False
3423,CS(=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+S(=O)C,False
3424,CS(=O)(=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+S(=O)(=O)C,False
3425,c1ccc(-c2cccc3nccnc23)cc1,core+tail:c1ccc2nccnc2+c1ccccc1,False
3426,c1cc(-c2ccncc2)c2nccnc2c1,core+tail:c1ccc2nccnc2+c1ccncc1,False
3427,c1cc(-c2cnccn2)c2nccnc2c1,core+tail:c1ccc2nccnc2+c1cnccn1,False
3428,c1cc(OC2CC2)c2nccnc2c1,core+tail:c1ccc2nccnc2+OC1CC1,False
3429,c1cc(C2CC2)c2nccnc2c1,core+tail:c1ccc2nccnc2+C1CC1,False
3430,c1cc(C2CCOC2)c2nccnc2c1,core+tail:c1ccc2nccnc2+C1CCOC1,False
3431,c1cc(C2CCNC2)c2nccnc2c1,core+tail:c1ccc2nccnc2+C1CCNC1,False
3432,CCC(O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(O)CC,False
3433,OC(O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(O)O,False
3434,CC(O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(O)C,False
3435,COP(=O)(OC)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+P(=O)(OC)OC,False
3436,COC(=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+C(=O)OC,False
3437,NCc1cccc2nccnc12,core+tail:c1ccc2nccnc2+CN,False
3438,Pc1cccc2nccnc12,core+tail:c1ccc2nccnc2+P,False
3439,C[PH](=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+P(=O)C,False
3440,N[PH](=O)c1cccc2nccnc12,core+tail:c1ccc2nccnc2+P(=O)N,False
3441,CC1CNCCN1,core+tail:C1NCCNC1+C,False
3442,CCC1CNCCN1,core+tail:C1NCCNC1+CC,False
3443,CCCC1CNCCN1,core+tail:C1NCCNC1+CCC,False
3444,CCCCC1CNCCN1,core+tail:C1NCCNC1+CCCC,False
3445,CC(C)C1CNCCN1,core+tail:C1NCCNC1+C(C)C,False
3446,CC(C)(C)C1CNCCN1,core+tail:C1NCCNC1+C(C)(C)C,False
3447,C=CC1CNCCN1,core+tail:C1NCCNC1+C=C,False
3448,C#CC1CNCCN1,core+tail:C1NCCNC1+C#C,False
3449,OC1CNCCN1,core+tail:C1NCCNC1+O,False
3450,COC1CNCCN1,core+tail:C1NCCNC1+OC,False
3451,CCOC1CNCCN1,core+tail:C1NCCNC1+OCC,False
3452,CCCOC1CNCCN1,core+tail:C1NCCNC1+OCCC,False
3453,CC(C)OC1CNCCN1,core+tail:C1NCCNC1+OC(C)C,False
3454,NC1CNCCN1,core+tail:C1NCCNC1+N,False
3455,CNC1CNCCN1,core+tail:C1NCCNC1+NC,False
3456,CCNC1CNCCN1,core+tail:C1NCCNC1+NCC,False
3457,CN(C)C1CNCCN1,core+tail:C1NCCNC1+N(C)C,False
3458,C1CNC(N2CC2)CN1,core+tail:C1NCCNC1+N1CC1,False
3459,FC1CNCCN1,core+tail:C1NCCNC1+F,False
3460,ClC1CNCCN1,core+tail:C1NCCNC1+Cl,False
3461,O=CC1CNCCN1,core+tail:C1NCCNC1+C=O,False
3462,CC(=O)C1CNCCN1,core+tail:C1NCCNC1+C(=O)C,False
3463,O=C(O)C1CNCCN1,core+tail:C1NCCNC1+C(=O)O,False
3464,NC(=O)C1CNCCN1,core+tail:C1NCCNC1+C(=O)N,False
3465,CNC(=O)C1CNCCN1,core+tail:C1NCCNC1+C(=O)NC,False
3466,N#CC1CNCCN1,core+tail:C1NCCNC1+C#N,False
3467,SC1CNCCN1,core+tail:C1NCCNC1+S,False
3468,CSC1CNCCN1,core+tail:C1NCCNC1+SC,False
3469,CS(=O)C1CNCCN1,core+tail:C1NCCNC1+S(=O)C,False
3470,CS(=O)(=O)C1CNCCN1,core+tail:C1NCCNC1+S(=O)(=O)C,False
3471,c1ccc(C2CNCCN2)cc1,core+tail:C1NCCNC1+c1ccccc1,False
3472,c1cc(C2CNCCN2)ccn1,core+tail:C1NCCNC1+c1ccncc1,False
3473,c1cnc(C2CNCCN2)cn1,core+tail:C1NCCNC1+c1cnccn1,False
3474,C1CNC(OC2CC2)CN1,core+tail:C1NCCNC1+OC1CC1,False
3475,C1CNC(C2CC2)CN1,core+tail:C1NCCNC1+C1CC1,False
3476,C1CNC(C2CCOC2)CN1,core+tail:C1NCCNC1+C1CCOC1,False
3477,C1CC(C2CNCCN2)CN1,core+tail:C1NCCNC1+C1CCNC1,False
3478,CCC(O)C1CNCCN1,core+tail:C1NCCNC1+C(O)CC,False
3479,OC(O)C1CNCCN1,core+tail:C1NCCNC1+C(O)O,False
3480,CC(O)C1CNCCN1,core+tail:C1NCCNC1+C(O)C,False
3481,COP(=O)(OC)C1CNCCN1,core+tail:C1NCCNC1+P(=O)(OC)OC,False
3482,COC(=O)C1CNCCN1,core+tail:C1NCCNC1+C(=O)OC,False
3483,NCC1CNCCN1,core+tail:C1NCCNC1+CN,False
3484,PC1CNCCN1,core+tail:C1NCCNC1+P,False
3485,C[PH](=O)C1CNCCN1,core+tail:C1NCCNC1+P(=O)C,False
3486,N[PH](=O)C1CNCCN1,core+tail:C1NCCNC1+P(=O)N,False
3487,CN1CCNC1,core+tail:C1NCCN1+C,False
3488,CCN1CCNC1,core+tail:C1NCCN1+CC,False
3489,CCCN1CCNC1,core+tail:C1NCCN1+CCC,False
3490,CCCCN1CCNC1,core+tail:C1NCCN1+CCCC,False
3491,CC(C)N1CCNC1,core+tail:C1NCCN1+C(C)C,False
3492,CC(C)(C)N1CCNC1,core+tail:C1NCCN1+C(C)(C)C,False
3493,C=CN1CCNC1,core+tail:C1NCCN1+C=C,False
3494,C#CN1CCNC1,core+tail:C1NCCN1+C#C,False
3495,ON1CCNC1,core+tail:C1NCCN1+O,False
3496,CON1CCNC1,core+tail:C1NCCN1+OC,False
3497,CCON1CCNC1,core+tail:C1NCCN1+OCC,False
3498,CCCON1CCNC1,core+tail:C1NCCN1+OCCC,False
3499,CC(C)ON1CCNC1,core+tail:C1NCCN1+OC(C)C,False
3500,NN1CCNC1,core+tail:C1NCCN1+N,False
3501,CNN1CCNC1,core+tail:C1NCCN1+NC,False
3502,CCNN1CCNC1,core+tail:C1NCCN1+NCC,False
3503,CN(C)N1CCNC1,core+tail:C1NCCN1+N(C)C,False
3504,C1CN(N2CC2)CN1,core+tail:C1NCCN1+N1CC1,False
3505,FN1CCNC1,core+tail:C1NCCN1+F,False
3506,ClN1CCNC1,core+tail:C1NCCN1+Cl,False
3507,CC(=O)N1CCNC1,core+tail:C1NCCN1+C(=O)C,False
3508,O=C(O)N1CCNC1,core+tail:C1NCCN1+C(=O)O,False
3509,NC(=O)N1CCNC1,core+tail:C1NCCN1+C(=O)N,False
3510,CNC(=O)N1CCNC1,core+tail:C1NCCN1+C(=O)NC,False
3511,N#CN1CCNC1,core+tail:C1NCCN1+C#N,False
3512,SN1CCNC1,core+tail:C1NCCN1+S,False
3513,CSN1CCNC1,core+tail:C1NCCN1+SC,False
3514,CS(=O)N1CCNC1,core+tail:C1NCCN1+S(=O)C,False
3515,CS(=O)(=O)N1CCNC1,core+tail:C1NCCN1+S(=O)(=O)C,False
3516,c1ccc(N2CCNC2)cc1,core+tail:C1NCCN1+c1ccccc1,False
3517,c1cc(N2CCNC2)ccn1,core+tail:C1NCCN1+c1ccncc1,False
3518,c1cnc(N2CCNC2)cn1,core+tail:C1NCCN1+c1cnccn1,False
3519,C1CN(OC2CC2)CN1,core+tail:C1NCCN1+OC1CC1,False
3520,C1CN(C2CC2)CN1,core+tail:C1NCCN1+C1CC1,False
3521,C1CN(C2CCOC2)CN1,core+tail:C1NCCN1+C1CCOC1,False
3522,C1CC(N2CCNC2)CN1,core+tail:C1NCCN1+C1CCNC1,False
3523,CCC(O)N1CCNC1,core+tail:C1NCCN1+C(O)CC,False
3524,OC(O)N1CCNC1,core+tail:C1NCCN1+C(O)O,False
3525,CC(O)N1CCNC1,core+tail:C1NCCN1+C(O)C,False
3526,COP(=O)(OC)N1CCNC1,core+tail:C1NCCN1+P(=O)(OC)OC,False
3527,COC(=O)N1CCNC1,core+tail:C1NCCN1+C(=O)OC,False
3528,NCN1CCNC1,core+tail:C1NCCN1+CN,False
3529,PN1CCNC1,core+tail:C1NCCN1+P,False
3530,C[PH](=O)N1CCNC1,core+tail:C1NCCN1+P(=O)C,False
3531,N[PH](=O)N1CCNC1,core+tail:C1NCCN1+P(=O)N,False
3532,CC1CNCN1,core+tail:C1NCNC1+C,False
3533,CCC1CNCN1,core+tail:C1NCNC1+CC,False
3534,CCCC1CNCN1,core+tail:C1NCNC1+CCC,False
3535,CCCCC1CNCN1,core+tail:C1NCNC1+CCCC,False
3536,CC(C)C1CNCN1,core+tail:C1NCNC1+C(C)C,False
3537,CC(C)(C)C1CNCN1,core+tail:C1NCNC1+C(C)(C)C,False
3538,C=CC1CNCN1,core+tail:C1NCNC1+C=C,False
3539,C#CC1CNCN1,core+tail:C1NCNC1+C#C,False
3540,OC1CNCN1,core+tail:C1NCNC1+O,False
3541,COC1CNCN1,core+tail:C1NCNC1+OC,False
3542,CCOC1CNCN1,core+tail:C1NCNC1+OCC,False
3543,CCCOC1CNCN1,core+tail:C1NCNC1+OCCC,False
3544,CC(C)OC1CNCN1,core+tail:C1NCNC1+OC(C)C,False
3545,NC1CNCN1,core+tail:C1NCNC1+N,False
3546,CNC1CNCN1,core+tail:C1NCNC1+NC,False
3547,CCNC1CNCN1,core+tail:C1NCNC1+NCC,False
3548,CN(C)C1CNCN1,core+tail:C1NCNC1+N(C)C,False
3549,C1NCC(N2CC2)N1,core+tail:C1NCNC1+N1CC1,False
3550,FC1CNCN1,core+tail:C1NCNC1+F,False
3551,ClC1CNCN1,core+tail:C1NCNC1+Cl,False
3552,O=CC1CNCN1,core+tail:C1NCNC1+C=O,False
3553,CC(=O)C1CNCN1,core+tail:C1NCNC1+C(=O)C,False
3554,O=C(O)C1CNCN1,core+tail:C1NCNC1+C(=O)O,False
3555,NC(=O)C1CNCN1,core+tail:C1NCNC1+C(=O)N,False
3556,CNC(=O)C1CNCN1,core+tail:C1NCNC1+C(=O)NC,False
3557,N#CC1CNCN1,core+tail:C1NCNC1+C#N,False
3558,SC1CNCN1,core+tail:C1NCNC1+S,False
3559,CSC1CNCN1,core+tail:C1NCNC1+SC,False
3560,CS(=O)C1CNCN1,core+tail:C1NCNC1+S(=O)C,False
3561,CS(=O)(=O)C1CNCN1,core+tail:C1NCNC1+S(=O)(=O)C,False
3562,c1ccc(C2CNCN2)cc1,core+tail:C1NCNC1+c1ccccc1,False
3563,c1cc(C2CNCN2)ccn1,core+tail:C1NCNC1+c1ccncc1,False
3564,c1cnc(C2CNCN2)cn1,core+tail:C1NCNC1+c1cnccn1,False
3565,C1NCC(OC2CC2)N1,core+tail:C1NCNC1+OC1CC1,False
3566,C1NCC(C2CC2)N1,core+tail:C1NCNC1+C1CC1,False
3567,C1NCC(C2CCOC2)N1,core+tail:C1NCNC1+C1CCOC1,False
3568,C1CC(C2CNCN2)CN1,core+tail:C1NCNC1+C1CCNC1,False
3569,CCC(O)C1CNCN1,core+tail:C1NCNC1+C(O)CC,False
3570,OC(O)C1CNCN1,core+tail:C1NCNC1+C(O)O,False
3571,CC(O)C1CNCN1,core+tail:C1NCNC1+C(O)C,False
3572,COP(=O)(OC)C1CNCN1,core+tail:C1NCNC1+P(=O)(OC)OC,False
3573,COC(=O)C1CNCN1,core+tail:C1NCNC1+C(=O)OC,False
3574,NCC1CNCN1,core+tail:C1NCNC1+CN,False
3575,PC1CNCN1,core+tail:C1NCNC1+P,False
3576,C[PH](=O)C1CNCN1,core+tail:C1NCNC1+P(=O)C,False
3577,N[PH](=O)C1CNCN1,core+tail:C1NCNC1+P(=O)N,False
3578,CC1COCCN1,core+tail:N1CCOCC1+C,False
3579,CCC1COCCN1,core+tail:N1CCOCC1+CC,False
3580,CCCC1COCCN1,core+tail:N1CCOCC1+CCC,False
3581,CCCCC1COCCN1,core+tail:N1CCOCC1+CCCC,False
3582,CC(C)C1COCCN1,core+tail:N1CCOCC1+C(C)C,False
3583,CC(C)(C)C1COCCN1,core+tail:N1CCOCC1+C(C)(C)C,False
3584,C=CC1COCCN1,core+tail:N1CCOCC1+C=C,False
3585,C#CC1COCCN1,core+tail:N1CCOCC1+C#C,False
3586,OC1COCCN1,core+tail:N1CCOCC1+O,False
3587,COC1COCCN1,core+tail:N1CCOCC1+OC,False
3588,CCOC1COCCN1,core+tail:N1CCOCC1+OCC,False
3589,CCCOC1COCCN1,core+tail:N1CCOCC1+OCCC,False
3590,CC(C)OC1COCCN1,core+tail:N1CCOCC1+OC(C)C,False
3591,NC1COCCN1,core+tail:N1CCOCC1+N,False
3592,CNC1COCCN1,core+tail:N1CCOCC1+NC,False
3593,CCNC1COCCN1,core+tail:N1CCOCC1+NCC,False
3594,CN(C)C1COCCN1,core+tail:N1CCOCC1+N(C)C,False
3595,C1COCC(N2CC2)N1,core+tail:N1CCOCC1+N1CC1,False
3596,FC1COCCN1,core+tail:N1CCOCC1+F,False
3597,ClC1COCCN1,core+tail:N1CCOCC1+Cl,False
3598,O=CC1COCCN1,core+tail:N1CCOCC1+C=O,False
3599,CC(=O)C1COCCN1,core+tail:N1CCOCC1+C(=O)C,False
3600,O=C(O)C1COCCN1,core+tail:N1CCOCC1+C(=O)O,False
3601,NC(=O)C1COCCN1,core+tail:N1CCOCC1+C(=O)N,False
3602,CNC(=O)C1COCCN1,core+tail:N1CCOCC1+C(=O)NC,False
3603,N#CC1COCCN1,core+tail:N1CCOCC1+C#N,False
3604,SC1COCCN1,core+tail:N1CCOCC1+S,False
3605,CSC1COCCN1,core+tail:N1CCOCC1+SC,False
3606,CS(=O)C1COCCN1,core+tail:N1CCOCC1+S(=O)C,False
3607,CS(=O)(=O)C1COCCN1,core+tail:N1CCOCC1+S(=O)(=O)C,False
3608,c1ccc(C2COCCN2)cc1,core+tail:N1CCOCC1+c1ccccc1,False
3609,c1cc(C2COCCN2)ccn1,core+tail:N1CCOCC1+c1ccncc1,False
3610,c1cnc(C2COCCN2)cn1,core+tail:N1CCOCC1+c1cnccn1,False
3611,C1COCC(OC2CC2)N1,core+tail:N1CCOCC1+OC1CC1,False
3612,C1COCC(C2CC2)N1,core+tail:N1CCOCC1+C1CC1,False
3613,C1COCC(C2CCOC2)N1,core+tail:N1CCOCC1+C1CCOC1,False
3614,C1CC(C2COCCN2)CN1,core+tail:N1CCOCC1+C1CCNC1,False
3615,CCC(O)C1COCCN1,core+tail:N1CCOCC1+C(O)CC,False
3616,OC(O)C1COCCN1,core+tail:N1CCOCC1+C(O)O,False
3617,CC(O)C1COCCN1,core+tail:N1CCOCC1+C(O)C,False
3618,COP(=O)(OC)C1COCCN1,core+tail:N1CCOCC1+P(=O)(OC)OC,False
3619,COC(=O)C1COCCN1,core+tail:N1CCOCC1+C(=O)OC,False
3620,NCC1COCCN1,core+tail:N1CCOCC1+CN,False
3621,PC1COCCN1,core+tail:N1CCOCC1+P,False
3622,C[PH](=O)C1COCCN1,core+tail:N1CCOCC1+P(=O)C,False
3623,N[PH](=O)C1COCCN1,core+tail:N1CCOCC1+P(=O)N,False
3624,CC12CCCCC1NC2,core+tail:C1NC2CCCCC12+C,False
3625,CCC12CCCCC1NC2,core+tail:C1NC2CCCCC12+CC,False
3626,CCCC12CCCCC1NC2,core+tail:C1NC2CCCCC12+CCC,False
3627,CCCCC12CCCCC1NC2,core+tail:C1NC2CCCCC12+CCCC,False
3628,CC(C)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+C(C)C,False
3629,CC(C)(C)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+C(C)(C)C,False
3630,C=CC12CCCCC1NC2,core+tail:C1NC2CCCCC12+C=C,False
3631,C#CC12CCCCC1NC2,core+tail:C1NC2CCCCC12+C#C,False
3632,OC12CCCCC1NC2,core+tail:C1NC2CCCCC12+O,False
3633,COC12CCCCC1NC2,core+tail:C1NC2CCCCC12+OC,False
3634,CCOC12CCCCC1NC2,core+tail:C1NC2CCCCC12+OCC,False
3635,CCCOC12CCCCC1NC2,core+tail:C1NC2CCCCC12+OCCC,False
3636,CC(C)OC12CCCCC1NC2,core+tail:C1NC2CCCCC12+OC(C)C,False
3637,NC12CCCCC1NC2,core+tail:C1NC2CCCCC12+N,False
3638,CNC12CCCCC1NC2,core+tail:C1NC2CCCCC12+NC,False
3639,CCNC12CCCCC1NC2,core+tail:C1NC2CCCCC12+NCC,False
3640,CN(C)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+N(C)C,False
3641,C1CCC2(N3CC3)CNC2C1,core+tail:C1NC2CCCCC12+N1CC1,False
3642,FC12CCCCC1NC2,core+tail:C1NC2CCCCC12+F,False
3643,ClC12CCCCC1NC2,core+tail:C1NC2CCCCC12+Cl,False
3644,O=CC12CCCCC1NC2,core+tail:C1NC2CCCCC12+C=O,False
3645,CC(=O)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+C(=O)C,False
3646,O=C(O)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+C(=O)O,False
3647,NC(=O)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+C(=O)N,False
3648,CNC(=O)C12CCCCC1NC2,core+tail:C1NC2CCCCC12+C(=O)NC,False
3649,N#CC12CCCCC1NC2,core+tail:C1NC2CCCCC12+C#N,False
