id,formula,name,family,source,sigma_ion_S_cm,E_g_eV,stability_window_V,migration_barrier_eV,cost_index,dn_pbp_v2,a_A,b_A,c_A,space_group,DOI,rank
OBX-0494,Li6.65La3Zr1.65Ta0.35O12,Li6.65La3Zr1.65Ta0.35O12,garnet,OBELiX,0.00046,5.0,6.0,0.3,2.1818181818181817,7.246447610589527,12.9591,12.9591,12.9591,Ia-3d ,10.1149/2.024205esl,109
OBX-0558,Li6.2La3Zr1.2Sb0.8O12,Li6.2La3Zr1.2Sb0.8O12,garnet,OBELiX,0.00045,5.0,6.0,0.3,2.1818181818181817,7.246213203435596,12.92484,12.92484,12.92484,Ia-3d ,10.1039/c3cp50991e,110
OBX-0564,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,garnet,OBELiX,0.000436,5.0,6.0,0.3,1.9047619047619047,7.245880613017821,12.9506,12.9506,12.9506,Ia-3d ,10.1021/am503731h,111
OBX-0283,Li1.05Al0.05Ti1.95(PO4)3,Li1.05Al0.05Ti1.95(PO4)3,nasicon,OBELiX,0.0011,5.0,5.0,0.35,1.1714285714285713,7.245666247903554,8.5066,8.5066,20.9085,R-3c,10.1016/j.ssi.2014.07.018,112
OBX-0380,Li6PS5Cl,Li6PS5Cl,other,OBELiX,0.00205,4.0,4.5,0.4,1.0538461538461539,7.245276925690687,9.898,9.898,9.898,F-43m,10.1021/jacs.7b06327,113
OBX-0520,Li6.15La3Zr1.75Ta0.25Ga0.2O12,Li6.15La3Zr1.75Ta0.25Ga0.2O12,garnet,OBELiX,0.00041,5.0,6.0,0.3,2.1818181818181817,7.245248456731317,12.95,12.95,12.95,Ia-3d ,10.1016/j.jpowsour.2012.01.131,114
OBX-0496,Li6.55La3Zr1.55Ta0.45O12,Li6.55La3Zr1.55Ta0.45O12,garnet,OBELiX,0.0004,5.0,6.0,0.3,2.1818181818181817,7.245,12.9489,12.9489,12.9489,Ia-3d ,10.1149/2.024205esl,115
SUP-0024,Li6.7P0.3Si0.7S5I,Li6.7P0.3Si0.7S5I,superionic,McHaffie-CaltechDATA,0.002009892,4.0,4.5,0.4,1.1666666666666667,7.244831819057452,0.0,0.0,0.0,,10.22002/23mvv-6gk43,116
SUP-0306,Li1.4(Al0.4Ge0.2Ti1.4)(PO4)3,Li1.4(Al0.4Ge0.2Ti1.4)(PO4)3,superionic,McHaffie-CaltechDATA,0.002,4.0,4.5,0.4,1.1714285714285713,7.244721359549996,0.0,0.0,0.0,,10.22002/23mvv-6gk43,117
OBX-0521,Li6.15La3Zr1.75Ta0.25Al0.2O12,Li6.15La3Zr1.75Ta0.25Al0.2O12,garnet,OBELiX,0.00037,5.0,6.0,0.3,2.1818181818181817,7.244235384061671,12.95,12.95,12.95,Ia-3d ,10.1016/j.jpowsour.2012.01.131,118
OBX-0505,Li6.4La3Zr1.7Mo0.3O12,Li6.4La3Zr1.7Mo0.3O12,garnet,OBELiX,0.000369,5.0,6.0,0.3,2.1818181818181817,7.244209372712298,12.9552,12.9552,12.9552,Ia-3d ,10.1021/acs.inorgchem.5b01895,119
OBX-0038,Li3YBr6,Li3YBr6,other,OBELiX,0.00192,4.0,4.5,0.4,2.8,7.243817804600414,6.9217,11.9096,6.9326,C2/m ,10.1002/adma.201803075,120
OBX-0489,Li6.25La3Zr2Ga0.25O12,Li6.25La3Zr2Ga0.25O12,garnet,OBELiX,0.00035,5.0,6.0,0.3,2.347826086956522,7.243708286933869,12.971,12.971,12.971,Ia-3d ,10.1016/j.matchemphys.2012.03.054,121
OBX-0497,Li6La3ZrTaO12,Li6La3ZrTaO12,garnet,OBELiX,0.00035,5.0,6.0,0.3,2.4347826086956523,7.243708286933869,12.89,12.89,12.89,Ia-3d ,10.1149/2.024205esl,122
OBX-0277,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,nasicon,OBELiX,0.000972,5.0,5.0,0.35,1.1714285714285713,7.243676914536239,8.5169,8.5169,20.916,R-3c,10.1016/j.ssi.2012.03.045,123
OBX-0487,Li7La3Zr1.89Al0.15O12,Li7La3Zr1.89Al0.15O12,garnet,OBELiX,0.00034,5.0,6.0,0.3,2.130434782608696,7.243439088914585,13.0,13.0,13.0,Ia-3d ,10.1016/j.jpowsour.2013.03.049,124
OBX-0506,Li6.2La3Zr1.6Mo0.4O12,Li6.2La3Zr1.6Mo0.4O12,garnet,OBELiX,0.00034,5.0,6.0,0.3,2.1818181818181817,7.243439088914585,12.9532,12.9532,12.9532,Ia-3d ,10.1021/acs.inorgchem.5b01895,125
OBX-0507,Li6.5La3Zr1.75Mo0.25O12,Li6.5La3Zr1.75Mo0.25O12,garnet,OBELiX,0.000333,5.0,6.0,0.3,2.1818181818181817,7.243248287590895,12.9556,12.9556,12.9556,Ia-3d ,10.1021/acs.inorgchem.5b01895,126
OBX-0508,Li6.75La3Zr1.875Te0.125O12,Li6.75La3Zr1.875Te0.125O12,garnet,OBELiX,0.00033,5.0,6.0,0.3,2.1818181818181817,7.243165902124585,12.9469,12.9469,12.9469,Ia-3d ,10.1016/j.jpowsour.2013.03.166,127
OBX-0379,Li6PS5Cl0.25Br0.75,Li6PS5Cl0.25Br0.75,other,OBELiX,0.00186,4.0,4.5,0.4,1.0166666666666666,7.243127717305696,9.953,9.953,9.953,F-43m,10.1021/jacs.7b06327,128
OBX-0424,Li6.5P0.5Ge0.5S5I,Li6.5P0.5Ge0.5S5I,other,OBELiX,0.00186,4.0,4.5,0.4,1.1666666666666667,7.243127717305696,10.24314,10.24314,10.24314,F-43m,10.1021/jacs.8b10282,129
OBX-0491,Li6.2La3Zr1.2Ta0.8O12,Li6.2La3Zr1.2Ta0.8O12,garnet,OBELiX,0.00032,5.0,6.0,0.3,2.1818181818181817,7.242888543819999,12.908,12.908,12.908,Ia-3d ,10.1039/c2jm31413d,130
OBX-0563,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,garnet,OBELiX,0.000317,5.0,6.0,0.3,1.9047619047619047,7.242804493814765,12.9572,12.9572,12.9572,Ia-3d ,10.1021/am503731h,131
OBX-0504,Li6.6La3Zr1.8Mo0.2O12,Li6.6La3Zr1.8Mo0.2O12,garnet,OBELiX,0.000311,5.0,6.0,0.3,2.1818181818181817,7.242635192088549,12.969,12.969,12.969,Ia-3d ,10.1021/acs.inorgchem.5b01895,132
OBX-0428,Li5PS4(BH4)2,Li5PS4(BH4)2,other,OBELiX,0.0018,4.0,4.5,0.4,1.0466666666666666,7.242426406871194,10.01,10.01,10.01,F-43m,10.1021/acsomega.8b00377,133
SUP-0514,Li6B0.9PH3.6S4.9,Li6B0.9PH3.6S4.9,superionic,McHaffie-CaltechDATA,0.0018,4.0,4.5,0.4,1.0142857142857142,7.242426406871194,0.0,0.0,0.0,,10.22002/23mvv-6gk43,134
OBX-0500,Li6.5La3Zr1.5Ta0.5O12,Li6.5La3Zr1.5Ta0.5O12,garnet,OBELiX,0.00028,5.0,6.0,0.3,2.1818181818181817,7.241733200530682,12.9187,12.9187,12.9187,Ia-3d ,10.1149/2.024205esl,135
OBX-0017,Li3.3Ge0.3P0.7S4,Li3.3Ge0.3P0.7S4,other,OBELiX,0.00174,4.0,4.5,0.4,1.0,7.2417133072292295,13.387,22.968,18.2015,P21/m,10.1149/1.1379028,136
SUP-0010,Li1.114Al0.101Ti1.9(PO4)3,Li1.114Al0.101Ti1.9(PO4)3,superionic,McHaffie-CaltechDATA,0.00173,4.0,4.5,0.4,1.1714285714285713,7.241593268686172,0.0,0.0,0.0,,10.22002/23mvv-6gk43,137
SUP-0011,Li1.222Al0.205Ti1.795(PO4)3,Li1.222Al0.205Ti1.795(PO4)3,superionic,McHaffie-CaltechDATA,0.00173,4.0,4.5,0.4,1.1714285714285713,7.241593268686172,0.0,0.0,0.0,,10.22002/23mvv-6gk43,138
OBX-0571,Li6.5La3Nb1.25Y0.75O12,Li6.5La3Nb1.25Y0.75O12,garnet,OBELiX,0.00027,5.0,6.0,0.3,2.227272727272727,7.2414316767251545,12.9488,12.9488,12.9488,Ia-3d ,10.1021/jp304737x,139
OBX-0559,Li6La3ZrSbO12,Li6La3ZrSbO12,garnet,OBELiX,0.00026,5.0,6.0,0.3,2.260869565217391,7.2411245154965975,12.9237,12.9237,12.9237,Ia-3d ,10.1039/c3cp50991e,140
OBX-0395,Li6.2P0.8Si0.2S5Br,Li6.2P0.8Si0.2S5Br,other,OBELiX,0.00169,4.0,4.5,0.4,1.1666666666666667,7.24110960958219,10.024,10.024,10.024,F-43m,10.1039/c7ta08581h,141
OBX-0539,Li51.2Al1.6La24Zr16O96,Li51.2Al1.6La24Zr16O96,garnet,OBELiX,0.000254,5.0,6.0,0.3,2.322872340425532,7.240937377450509,12.959,12.959,12.959,Ia-3d ,10.1038/srep18053,142
OBX-0398,Li6.3P0.7Si0.3S5Br,Li6.3P0.7Si0.3S5Br,other,OBELiX,0.00165,4.0,4.5,0.4,1.1666666666666667,7.24062019202318,10.0521,10.0521,10.0521,F-43m,10.1039/c7ta08581h,143
OBX-0565,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,garnet,OBELiX,0.000226,5.0,6.0,0.3,1.9047619047619047,7.240033296378373,12.9479,12.9479,12.9479,Ia-3d ,10.1021/am503731h,144
OBX-0063,LiTa2PO8,LiTa2PO8,other,OBELiX,0.0016,4.0,4.5,0.4,2.183333333333333,7.24,9.715454,11.5358,10.69708,C2/c,10.1039/c8ta09170f,145
OBX-0138,La0.57Li0.29TiO3,La0.57Li0.29TiO3,other,OBELiX,0.0016,4.0,4.5,0.4,1.25,7.24,7.737,7.742,7.785,Cmmm ,10.1016/j.jpowsour.2012.11.098,146
SUP-0023,Li6.6P0.4Si0.6S5I,Li6.6P0.4Si0.6S5I,superionic,McHaffie-CaltechDATA,0.00156275,4.0,4.5,0.4,1.1666666666666667,7.239531632903285,0.0,0.0,0.0,,10.22002/23mvv-6gk43,147
OBX-0526,(Li6.26Al0.24)La3Zr2O12,(Li6.26Al0.24)La3Zr2O12,garnet,OBELiX,0.00021,5.0,6.0,0.3,2.347826086956522,7.239491376746189,12.96328,12.96328,12.96328,Ia-3d ,10.1016/j.ssi.2015.04.011,148
OBX-0245,Li1.3Al0.3Ti1.7(PO4)3,Li1.3Al0.3Ti1.7(PO4)3,nasicon,OBELiX,0.000722,5.0,5.0,0.35,1.1714285714285713,7.239370057685089,8.5004,8.5004,20.8156,R-3c,10.1149/1.2086597,149
OBX-0016,Li3.35Ge0.35P0.65S4,Li3.35Ge0.35P0.65S4,other,OBELiX,0.00154,4.0,4.5,0.4,1.0,7.239242833740698,13.393,22.947,18.2009,P21/m,10.1149/1.1379028,150
OBX-0261,Li1.3Sc0.3Ti1.7(PO4)3,Li1.3Sc0.3Ti1.7(PO4)3,nasicon,OBELiX,0.000703,5.0,5.0,0.35,1.1714285714285713,7.239014147167126,8.5645,8.5645,20.985,R-3c,10.1149/1.2086597,151
OBX-0303,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,nasicon,OBELiX,0.0007,5.0,5.0,0.35,1.0333333333333334,7.238957513110646,8.383,8.383,20.637,R-3c,10.1021/cm021717j,152
OBX-0438,(La0.55Li0.45)(Ti0.9Al0.1)O3,(La0.55Li0.45)(Ti0.9Al0.1)O3,other,OBELiX,0.00151,4.0,4.5,0.4,1.0,7.238858718455452,3.8697,3.8697,3.8697,Pm-3m,10.1016/j.jallcom.2017.05.278,153
OBX-0260,Li1.2Sc0.2Ti1.8(PO4)3,Li1.2Sc0.2Ti1.8(PO4)3,nasicon,OBELiX,0.00069,5.0,5.0,0.35,1.1714285714285713,7.238767851073128,8.5482,8.5482,20.9418,R-3c,10.1149/1.2086597,154
OBX-0423,Li6.4P0.6Ge0.4S5I,Li6.4P0.6Ge0.4S5I,other,OBELiX,0.0015,4.0,4.5,0.4,1.1666666666666667,7.238729833462075,10.22972,10.22972,10.22972,F-43m,10.1021/jacs.8b10282,155
OBX-0527,Li6La3Nb1.5Y0.5O12,Li6La3Nb1.5Y0.5O12,garnet,OBELiX,0.000188,5.0,6.0,0.3,2.227272727272727,7.238711309200802,12.9136,12.9136,12.9136,Ia-3d ,10.1021/jp304737x,156
OBX-0284,Li1.1Al0.1Ti1.9(PO4)3,Li1.1Al0.1Ti1.9(PO4)3,nasicon,OBELiX,0.00067,5.0,5.0,0.35,1.1714285714285713,7.238384358211089,8.5068,8.5068,20.8905,R-3c,10.1016/j.ssi.2014.07.018,157
SUP-0275,Li6.8B10S18I1.6,Li6.8B10S18I1.6,superionic,McHaffie-CaltechDATA,0.00142,4.0,4.5,0.4,1.2,7.237682887362834,0.0,0.0,0.0,,10.22002/23mvv-6gk43,158
OBX-0292,Li1.1Fe0.1Ti1.9(PO4)3,Li1.1Fe0.1Ti1.9(PO4)3,nasicon,OBELiX,0.00063,5.0,5.0,0.35,1.1714285714285713,7.237599800796023,8.5137,8.5137,20.8822,R-3c,10.1016/j.ssi.2014.07.018,159
OBX-0397,Li6.25P0.75Si0.25S5Br,Li6.25P0.75Si0.25S5Br,other,OBELiX,0.00141,4.0,4.5,0.4,1.1666666666666667,7.237549966711038,10.0365,10.0365,10.0365,F-43m,10.1039/c7ta08581h,160
OBX-0117,Li2.5Y0.5Zr0.5Cl6,Li2.5Y0.5Zr0.5Cl6,other,OBELiX,0.0014,4.0,4.5,0.4,1.375,7.2374165738677405,12.0389,11.1664,6.4069,Pnma,10.1021/acsenergylett.9b02599,161
SUP-0084,Li6.5La3Zr1.5Nb0.5O12,Li6.5La3Zr1.5Nb0.5O12,superionic,McHaffie-CaltechDATA,0.00139,4.0,4.5,0.4,2.1818181818181817,7.237282703764615,0.0,0.0,0.0,,10.22002/23mvv-6gk43,162
SUP-0022,Li6.5P0.5Si0.5S5I,Li6.5P0.5Si0.5S5I,superionic,McHaffie-CaltechDATA,0.001361319,4.0,4.5,0.4,1.1666666666666667,7.23689605669987,0.0,0.0,0.0,,10.22002/23mvv-6gk43,163
OBX-0244,Li1.2Al0.2Ti1.8(PO4)3,Li1.2Al0.2Ti1.8(PO4)3,nasicon,OBELiX,0.000595,5.0,5.0,0.35,1.1714285714285713,7.236892621835301,8.5042,8.5042,20.8252,R-3c,10.1149/1.2086597,164
OBX-0268,Li1.3La0.3Ti1.7(PO4)3,Li1.3La0.3Ti1.7(PO4)3,nasicon,OBELiX,0.000523,5.0,5.0,0.35,1.1714285714285713,7.235369193252058,8.5119,8.5119,20.8513,R-3c,10.1149/1.2086597,165
SUP-0237,Li2.6In0.6Zr0.4Cl6,Li2.6In0.6Zr0.4Cl6,superionic,McHaffie-CaltechDATA,0.00125,4.0,4.5,0.4,1.375,7.235355339059328,0.0,0.0,0.0,,10.22002/23mvv-6gk43,166
OBX-0309,Li1.15Fe0.15Ti1.85(PO4)3,Li1.15Fe0.15Ti1.85(PO4)3,nasicon,OBELiX,0.000522,5.0,5.0,0.35,1.1714285714285713,7.235347319317592,8.5188,8.5188,20.8472,R-3c,10.1007/s11164-013-1348-0,167
OBX-0262,Li1.4Sc0.4Ti1.6(PO4)3,Li1.4Sc0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000515,5.0,5.0,0.35,1.1714285714285713,7.23519361143582,8.5651,8.5651,20.9948,R-3c,10.1149/1.2086597,168
OBX-0538,La3Li5.08Ta1.51Zr0.39O12,La3Li5.08Ta1.51Zr0.39O12,garnet,OBELiX,0.000103,5.0,6.0,0.3,2.3333333333333335,7.2351488915650926,12.84,12.84,12.84,Ia-3d ,10.1002/aenm.201570062|10.1002/aenm.201500096,169
OBX-0554,La3Zr2Ga0.5Li5.5O12,La3Zr2Ga0.5Li5.5O12,garnet,OBELiX,0.0001,5.0,6.0,0.3,2.409090909090909,7.235,12.9697,12.9697,12.9697,Ia-3d ,10.1039/c2dt31318a,170
SUP-0047,Li3.25Si0.25P0.75S4,Li3.25Si0.25P0.75S4,superionic,McHaffie-CaltechDATA,0.00122,4.0,4.5,0.4,1.0,7.234928498393146,0.0,0.0,0.0,,10.22002/23mvv-6gk43,171
OBX-0269,Li1.4La0.4Ti1.6(PO4)3,Li1.4La0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000498,5.0,5.0,0.35,1.1714285714285713,7.234815913604422,8.5108,8.5108,20.8492,R-3c,10.1149/1.2086597,172
SUP-0069,Li0.29La0.57TiO3,Li0.29La0.57TiO3,superionic,McHaffie-CaltechDATA,0.0012,4.0,4.5,0.4,1.25,7.234641016151379,0.0,0.0,0.0,,10.22002/23mvv-6gk43,173
OBX-0530,Li5.5La3Nb1.75Y0.25O12,Li5.5La3Nb1.75Y0.25O12,garnet,OBELiX,9.18e-05,5.0,6.0,0.3,2.2857142857142856,7.2345812316536025,12.8582,12.8582,12.8582,Ia-3d ,10.1021/jp304737x,174
OBX-0503,Li6.8La3Zr1.9Mo0.1O12,Li6.8La3Zr1.9Mo0.1O12,garnet,OBELiX,8e-05,5.0,6.0,0.3,2.1818181818181817,7.23394427191,12.9697,12.9697,12.9697,Ia-3d ,10.1021/acs.inorgchem.5b01895,175
OBX-0382,Li6PS5Br,Li6PS5Br,other,OBELiX,0.00115,4.0,4.5,0.4,1.169230769230769,7.233911649915627,10.02,10.02,10.02,F-43m,10.1021/jacs.7b06327,176
SUP-0046,Li3.15Si0.15P0.85S4,Li3.15Si0.15P0.85S4,superionic,McHaffie-CaltechDATA,0.00115,4.0,4.5,0.4,1.0,7.233911649915627,0.0,0.0,0.0,,10.22002/23mvv-6gk43,177
P-07,Li2ZrCl6,Li2ZrCl6,halide,Kwak 2021,0.0008,5.2,4.5,0.38,5.5,7.233284271247462,0.0,0.0,0.0,,,178
OBX-0279,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,nasicon,OBELiX,0.000429,5.0,5.0,0.35,1.1714285714285713,7.233212315177208,8.5322,8.5322,21.0039,R-3c,10.1016/j.ssi.2012.03.045,179
OBX-0529,Li5.4La3Nb1.8Y0.2O12,Li5.4La3Nb1.8Y0.2O12,garnet,OBELiX,6.74e-05,5.0,6.0,0.3,2.2857142857142856,7.233209750300709,12.8306,12.8306,12.8306,Ia-3d ,10.1021/jp304737x,180
SUP-0210,Li2.33PSi0.17,Li2.33PSi0.17,superionic,McHaffie-CaltechDATA,0.00109,4.0,4.5,0.4,1.0666666666666667,7.233015148038439,0.0,0.0,0.0,,10.22002/23mvv-6gk43,181
OBX-0528,Li5.2La3Nb1.9Y0.1O12,Li5.2La3Nb1.9Y0.1O12,garnet,OBELiX,6.39e-05,5.0,6.0,0.3,2.2857142857142856,7.232993747556685,12.8216,12.8216,12.8216,Ia-3d ,10.1021/jp304737x,182
OBX-0396,Li6.225P0.775Si0.225S5Br,Li6.225P0.775Si0.225S5Br,other,OBELiX,0.00108,4.0,4.5,0.4,1.1666666666666667,7.232863353450311,10.0315,10.0315,10.0315,F-43m,10.1039/c7ta08581h,183
OBX-0555,Li6.8La3Zr1.8Sb0.2O12,Li6.8La3Zr1.8Sb0.2O12,garnet,OBELiX,5.9e-05,5.0,6.0,0.3,2.1818181818181817,7.232681145747868,12.97545,12.97545,12.97545,Ia-3d ,10.1039/c3cp50991e,184
OBX-0149,Li0.33La0.56Ti0.98Al0.02O2.98F0.02,Li0.33La0.56Ti0.98Al0.02O2.98F0.02,other,OBELiX,0.00106,4.0,4.5,0.4,1.0,7.2325576411922,3.8697,3.8697,7.749,P4mm ,10.1007/s11581-006-0011-9,185
SUP-0559,Li6.16Al0.07Ga0.15La2.94Zr2O12,Li6.16Al0.07Ga0.15La2.94Zr2O12,superionic,McHaffie-CaltechDATA,0.00106,4.0,4.5,0.4,2.090909090909091,7.2325576411922,0.0,0.0,0.0,,10.22002/23mvv-6gk43,186
OBX-0264,Li1.3In0.3Ti1.7(PO4)3,Li1.3In0.3Ti1.7(PO4)3,nasicon,OBELiX,0.000393,5.0,5.0,0.35,1.1714285714285713,7.232324227601599,8.5495,8.5495,20.9586,R-3c,10.1149/1.2086597,187
OBX-0258,Li1.4Fe0.4Ti1.6(PO4)3,Li1.4Fe0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000392,5.0,5.0,0.35,1.1714285714285713,7.2322989898732235,8.5301,8.5301,20.8889,R-3c,10.1149/1.2086597,188
SUP-0048,Li3.33Si0.33P0.67S4,Li3.33Si0.33P0.67S4,superionic,McHaffie-CaltechDATA,0.00104,4.0,4.5,0.4,1.0,7.232249030993195,0.0,0.0,0.0,,10.22002/23mvv-6gk43,189
OBX-0263,Li1.2In0.2Ti1.8(PO4)3,Li1.2In0.2Ti1.8(PO4)3,nasicon,OBELiX,0.00039,5.0,5.0,0.35,1.1714285714285713,7.232248417658131,8.544,8.544,20.948,R-3c,10.1149/1.2086597,190
OBX-0246,Li1.4Al0.4Ti1.6(PO4)3,Li1.4Al0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000388,5.0,5.0,0.35,1.1714285714285713,7.232197715603592,8.4955,8.4955,20.7992,R-3c,10.1149/1.2086597,191
OBX-0251,Li1.5Cr0.5Ti1.5(PO4)3,Li1.5Cr0.5Ti1.5(PO4)3,nasicon,OBELiX,0.000386,5.0,5.0,0.35,1.1714285714285713,7.232146882704388,8.5218,8.5218,20.8829,R-3c,10.1149/1.2086597,192
OBX-0481,Li6.25Ba1.25La1.75Ta2O12,Li6.25Ba1.25La1.75Ta2O12,garnet,OBELiX,4.99e-05,5.0,6.0,0.3,2.090909090909091,7.23206399320498,12.9934,12.9934,12.9934,Ia-3d ,10.1007/s11581-007-0097-8,193
OBX-0454,La0.51Li0.34TiO2.94,La0.51Li0.34TiO2.94,other,OBELiX,0.001,4.0,4.5,0.4,1.3333333333333333,7.231622776601684,3.871,3.871,3.871,Pm-3m,10.1016/0167-2738(94)90309-3,194
SUP-0169,Li0.33La0.5TiO3,Li0.33La0.5TiO3,superionic,McHaffie-CaltechDATA,0.001,4.0,4.5,0.4,1.25,7.231622776601684,0.0,0.0,0.0,,10.22002/23mvv-6gk43,195
SUP-0309,Li1.4(Al0.4Ge0.4Ti1.2)(PO4)3,Li1.4(Al0.4Ge0.4Ti1.2)(PO4)3,superionic,McHaffie-CaltechDATA,0.001,4.0,4.5,0.4,1.1714285714285713,7.231622776601684,0.0,0.0,0.0,,10.22002/23mvv-6gk43,196
SUP-0312,Li1.4(Al0.4Ge0.6Ti)(PO4)3,Li1.4(Al0.4Ge0.6Ti)(PO4)3,superionic,McHaffie-CaltechDATA,0.001,4.0,4.5,0.4,1.1714285714285713,7.231622776601684,0.0,0.0,0.0,,10.22002/23mvv-6gk43,197
OBX-0148,Li0.33La0.56Ti0.99Al0.01O2.99F0.01,Li0.33La0.56Ti0.99Al0.01O2.99F0.01,other,OBELiX,0.00098,4.0,4.5,0.4,1.0,7.231304951684998,3.8701,3.8701,7.756,P4mm ,10.1007/s11581-006-0011-9,198
OBX-0525,Nd3Zr2Al0.5Li5.5O12,Nd3Zr2Al0.5Li5.5O12,garnet,OBELiX,3.9e-05,5.0,6.0,0.3,1.8636363636363635,7.231244997998399,12.8158,12.8158,12.8158,Ia-3d ,10.1039/c3ta13252h,199
OBX-0157,La0.565Li0.305TiO3,La0.565Li0.305TiO3,other,OBELiX,0.000957,4.0,4.5,0.4,1.25,7.230935416596517,3.8727,3.8727,7.751,P4/mmm,10.1016/s0167-2738(00)00761-x,200
OBX-0239,Li1.5Al0.5Ge1.5(PO4)3,Li1.5Al0.5Ge1.5(PO4)3,nasicon,OBELiX,0.000336,5.0,5.0,0.35,1.5999999999999999,7.2308303027798235,8.25658,8.25658,20.6523,R-3c,10.1021/acsami.8b00842,201
SUP-0236,Li2.66In0.69Zr0.29Cl6,Li2.66In0.69Zr0.29Cl6,superionic,McHaffie-CaltechDATA,0.000949,4.0,4.5,0.4,1.375,7.2308058436015,0.0,0.0,0.0,,10.22002/23mvv-6gk43,202
SUP-0274,Li5.6B10S18Br1.7,Li5.6B10S18Br1.7,superionic,McHaffie-CaltechDATA,0.000942,4.0,4.5,0.4,1.2058823529411764,7.2306920185064465,0.0,0.0,0.0,,10.22002/23mvv-6gk43,203
SUP-0107,Li2.53Er0.53Zr0.47Cl6,Li2.53Er0.53Zr0.47Cl6,superionic,McHaffie-CaltechDATA,0.000934,4.0,4.5,0.4,1.375,7.230561413579873,0.0,0.0,0.0,,10.22002/23mvv-6gk43,204
OBX-0482,Li6.5Ba1.5La1.5Ta2O12,Li6.5Ba1.5La1.5Ta2O12,garnet,OBELiX,3.08e-05,5.0,6.0,0.3,2.090909090909091,7.230549774770204,12.9855,12.9855,12.9855,Ia-3d ,10.1007/s11581-007-0097-8,205
OBX-0394,Li6.175P0.825Si0.175S5Br,Li6.175P0.825Si0.175S5Br,other,OBELiX,0.000931,4.0,4.5,0.4,1.1666666666666667,7.230512292604786,10.0193,10.0193,10.0193,F-43m,10.1039/c7ta08581h,206
OBX-0150,Li0.33La0.56Ti0.97Al0.03O2.97F0.03,Li0.33La0.56Ti0.97Al0.03O2.97F0.03,other,OBELiX,0.000928,4.0,4.5,0.4,1.0,7.230463092423456,3.8692,3.8692,7.7434,P4mm ,10.1007/s11581-006-0011-9,207
OBX-0486,Li6BaLa2Ta2O12,Li6BaLa2Ta2O12,garnet,OBELiX,2.95e-05,5.0,6.0,0.3,2.347826086956522,7.2304313902456006,12.9748,12.9748,12.9748,Ia-3d ,10.1007/s11581-007-0097-8,208
OBX-0158,La0.5Li0.5TiO3,La0.5Li0.5TiO3,other,OBELiX,0.000925,4.0,4.5,0.4,1.25,7.230413812651491,3.8688,3.86885,7.7462,P4/mmm,10.1016/s0167-2738(00)00761-x,209
OBX-0243,Li1.3Ti2Si0.3P2.7O12,Li1.3Ti2Si0.3P2.7O12,nasicon,OBELiX,0.00032,5.0,5.0,0.35,1.1411764705882352,7.230388543819998,8.52,8.52,20.862,R-3c,10.1149/1.2086597,210
OBX-0393,Li6.125P0.875Si0.125S5Br,Li6.125P0.875Si0.125S5Br,other,OBELiX,0.000902,4.0,4.5,0.4,1.1666666666666667,7.230033314835363,10.0098,10.0098,10.0098,F-43m,10.1039/c7ta08581h,211
OBX-0365,Li5.5La3Nb1.75In0.25O12,Li5.5La3Nb1.75In0.25O12,garnet,OBELiX,2.4e-05,5.0,6.0,0.3,2.2857142857142856,7.229898979485567,12.821,12.821,12.821, I213,10.1016/j.jssc.2005.12.025,212
OBX-0265,Li1.4In0.4Ti1.6(PO4)3,Li1.4In0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000302,5.0,5.0,0.35,1.1714285714285713,7.229878147196983,8.5626,8.5626,21.0066,R-3c,10.1149/1.2086597,213
SUP-0238,Li2.5In0.5Zr0.5Cl6,Li2.5In0.5Zr0.5Cl6,superionic,McHaffie-CaltechDATA,0.000882,4.0,4.5,0.4,1.375,7.229698484809836,0.0,0.0,0.0,,10.22002/23mvv-6gk43,214
OBX-0544,Li5.70La3Ta1.65Sm0.35O12,Li5.70La3Ta1.65Sm0.35O12,garnet,OBELiX,2.15e-05,5.0,6.0,0.3,2.3333333333333335,7.229636809247748,12.8309,12.8309,12.8309,Ia-3d ,10.1021/acs.inorgchem.7b00816,215
OBX-0389,Li6.025P0.975Si0.025S5Br,Li6.025P0.975Si0.025S5Br,other,OBELiX,0.000878,4.0,4.5,0.4,1.1666666666666667,7.229631064780059,9.9819,9.9819,9.9819,F-43m,10.1039/c7ta08581h,216
